_id,ADDRESS,APPLICATION_FOR,BALLOTS_BLANK,BALLOTS_CAST,BALLOTS_DISTRIBUTED,BALLOTS_IN_FAVOUR,BALLOTS_NEEDED_TO_PROCEED,BALLOTS_NEEDED_TO_PROCEED_LBL,BALLOTS_OPPOSED,BALLOTS_RECEIVED_BY_VOTERS,BALLOTS_RETURNED_TO_SENDER,BALLOTS_SPOILED,CLOSE_DATE,DECLARATIONS_ADDED,FINAL_VOTER_COUNT,MORATORIUM_DATE,OPEN_DATE,PASS_RATE,PASS_RATE_LABEL,POLL_CD,POLL_ID,POLL_RESULT,POTENTIAL_VOTERS,RESPONSE_RATE_MET
688612,34 Humber Trl,Front Yard Parking,0,32,91,31,22,25% of ballots received by voters,0,87,4,1,12/2/2015,2,91,12/3/2018,11/2/2015,17,50% + 1 of received ballots,FYP 2015-238,308,In Favour,114,Yes
688613,48 Laws St,Front Yard Parking,0,44,146,26,33,25% of ballots received by voters,10,132,14,8,12/5/2015,0,146,12/6/2018,11/5/2015,23,50% + 1 of received ballots,FYP 2015-239,309,In Favour,186,Yes
688614,39 Roslin Ave,Appeal - Front Yard Parking,0,36,60,25,14,25% of ballots received by voters,3,54,6,8,12/2/2015,0,60,12/3/2018,11/2/2015,19,50% + 1 of received ballots,FYPA 2015-240,310,In Favour,75,Yes
688615,,Traffic Calming,0,360,1312,194,557,50% + 1 of ballots received by voters,146,1111,201,20,12/10/2015,0,1312,12/11/2017,11/10/2015,,60% of received ballots,TCP 2015-241,311,Response Rate Not Met,1465,No
688616,,Traffic Calming,0,105,764,68,199,50% + 1 of ballots received by voters,27,395,369,10,12/23/2015,0,764,12/24/2017,11/23/2015,,60% of received ballots,TCP 2015-242,312,Response Rate Not Met,811,No
688617,,Traffic Calming,0,34,83,24,42,50% + 1 of ballots received by voters,5,81,2,5,12/17/2015,0,83,12/18/2017,11/17/2015,,60% of received ballots,TCP 2015-244,314,Response Rate Not Met,105,No
688618,,Traffic Calming,0,23,34,18,18,50% + 1 of ballots received by voters,3,34,0,2,12/12/2015,0,34,12/13/2017,11/12/2015,14,60% of received ballots,TCP 2015-245,316,In Favour,41,Yes
688619,35 Homeview Ave,Front Yard Parking,0,32,62,32,16,25% of ballots received by voters,0,61,1,0,12/23/2015,0,62,12/24/2018,11/23/2015,17,50% + 1 of received ballots,FYP 2015-246,317,In Favour,75,Yes
688620,95 Deloraine Ave,Front Yard Parking,0,42,79,35,19,25% of ballots received by voters,1,75,4,6,12/23/2015,0,79,12/24/2018,11/23/2015,22,50% + 1 of received ballots,FYP 2015-247,318,In Favour,90,Yes
688621,,Traffic Calming,0,108,270,78,117,50% + 1 of ballots received by voters,28,232,38,2,12/25/2015,1,270,12/26/2017,11/25/2015,,60% of received ballots,TCP 2015-249,320,Response Rate Not Met,675,No
688622,191 College St (former Toronto),Boulevard Cafe,0,37,81,1,19,25% of ballots received by voters,35,74,7,1,12/25/2015,0,81,12/26/2017,11/25/2015,20,50% + 1 of received ballots,BCP 2015-250,321,Opposed,103,Yes
688623,,Traffic Calming,0,206,305,103,151,50% + 1 of ballots received by voters,84,300,5,19,2/17/2016,1,305,2/18/2018,1/18/2016,124,60% of received ballots,TCP 2015-251,322,Opposed,372,Yes
688624,,Traffic Calming,0,122,189,96,91,50% + 1 of ballots received by voters,16,180,9,10,2/17/2016,1,189,2/18/2018,1/18/2016,74,60% of received ballots,TCP 2015-252,323,In Favour,226,Yes
688625,,Traffic Calming,0,199,297,84,146,50% + 1 of ballots received by voters,101,290,7,14,2/17/2016,0,297,2/18/2018,1/18/2016,120,60% of received ballots,TCP 2015-253,324,Opposed,347,Yes
688626,,Traffic Calming,0,301,1652,178,722,50% + 1 of ballots received by voters,94,1441,211,29,1/6/2016,0,1652,1/7/2018,12/7/2015,,60% of received ballots,TCP 2015-254,325,Response Rate Not Met,1760,No
688627,,Traffic Calming,0,47,87,34,41,50% + 1 of ballots received by voters,10,79,8,3,1/7/2016,0,87,1/8/2018,12/8/2015,29,60% of received ballots,TCP 2015-255,326,In Favour,95,Yes
688628,1430 Dundas St W,Boulevard Cafe,0,6,82,3,18,25% of ballots received by voters,1,69,13,2,1/6/2016,0,82,1/7/2018,12/7/2015,,50% + 1 of received ballots,BCP 2015-256,327,Response Rate Not Met,102,No
688629,,Permit Parking,0,22,53,9,14,25% of ballots received by voters,13,53,0,0,1/6/2016,3,53,1/7/2018,12/7/2015,12,50% + 1 of received ballots,PPP 2015-257,328,Opposed,66,Yes
688630,,Traffic Calming,0,66,106,37,51,50% + 1 of ballots received by voters,22,99,7,7,2/17/2016,0,106,2/18/2018,1/18/2016,40,60% of received ballots,TCP 2015-258,329,Opposed,129,Yes
688631,9 Blakley Ave,Appeal - Front Yard Parking,0,23,77,22,19,25% of ballots received by voters,0,75,2,1,2/6/2016,0,77,2/7/2019,1/7/2016,13,50% + 1 of received ballots,FYPA 2015-259,330,In Favour,84,Yes
688632,143 Beresford Ave,Front Yard Parking,0,44,87,41,21,25% of ballots received by voters,0,82,5,3,2/6/2016,0,87,2/7/2019,1/7/2016,23,50% + 1 of received ballots,FYP 2015-260,331,In Favour,124,Yes
688633,189 Atlas Ave,Front Yard Parking,0,41,105,38,25,25% of ballots received by voters,2,97,8,1,2/10/2016,0,105,2/11/2019,1/11/2016,22,50% + 1 of received ballots,FYP 2015-261,332,In Favour,117,Yes
688634,39 Randolph Rd,Front Yard Parking,0,11,22,7,6,25% of ballots received by voters,4,22,0,0,2/10/2016,0,22,2/11/2019,1/11/2016,7,50% + 1 of received ballots,FYP 2015-262,333,In Favour,26,Yes
688635,51 Kenwood Ave,Appeal - Front Yard Parking,0,30,81,26,18,25% of ballots received by voters,4,69,12,0,2/11/2016,0,81,2/12/2019,1/12/2016,16,50% + 1 of received ballots,FYPA 2015-263,334,In Favour,101,Yes
688636,15 Chryessa Ave,Appeal - Front Yard Parking,0,33,110,24,27,25% of ballots received by voters,2,106,4,7,2/11/2016,0,110,2/12/2019,1/12/2016,18,50% + 1 of received ballots,FYPA 2015-264,335,In Favour,131,Yes
688637,38 Elmer Ave,Appeal - Front Yard Parking,0,60,141,44,32,25% of ballots received by voters,13,128,13,3,2/11/2016,0,141,2/12/2019,1/12/2016,31,50% + 1 of received ballots,FYPA 2015-265,336,In Favour,181,Yes
688638,407 Northcliffe Blvd,Appeal - Front Yard Parking,0,30,88,27,22,25% of ballots received by voters,2,87,1,1,2/12/2016,1,88,2/13/2019,1/13/2016,16,50% + 1 of received ballots,FYPA 2015-266,337,In Favour,102,Yes
688639,,Permit Parking,0,21,101,10,24,25% of ballots received by voters,11,96,5,0,2/12/2016,0,101,2/13/2018,1/13/2016,,50% + 1 of received ballots,PPP 2015-267,338,Response Rate Not Met,112,No
688640,,Permit Parking,0,48,90,22,23,25% of ballots received by voters,26,90,0,0,2/17/2016,0,90,2/18/2018,1/18/2016,25,50% + 1 of received ballots,PPP 2015-268,339,Opposed,98,Yes
688641,,Permit Parking,0,36,89,13,22,25% of ballots received by voters,23,88,1,0,2/19/2016,0,89,2/20/2018,1/20/2016,19,50% + 1 of received ballots,PPP 2015-272,343,Opposed,99,Yes
688642,136 Roselawn Ave,Front Yard Parking,0,45,84,42,21,25% of ballots received by voters,0,84,0,3,2/18/2016,0,84,2/19/2019,1/19/2016,24,50% + 1 of received ballots,FYP 2016-001,344,In Favour,483,Yes
688643,82 Morningside Ave (former Toronto),Front Yard Parking,0,29,46,28,11,25% of ballots received by voters,1,42,4,0,2/18/2016,0,46,2/19/2019,1/19/2016,16,50% + 1 of received ballots,FYP 2016-002,345,In Favour,55,Yes
688644,179 Castlefield Ave,Appeal - Front Yard Parking,0,39,130,26,31,25% of ballots received by voters,13,124,6,0,2/19/2016,0,130,2/20/2019,1/20/2016,21,50% + 1 of received ballots,FYPA 2016-003,346,In Favour,152,Yes
688645,,Traffic Calming,0,51,87,35,39,50% + 1 of ballots received by voters,14,76,11,2,2/20/2016,0,87,2/21/2018,1/21/2016,31,60% of received ballots,TCP 2016-004,347,In Favour,98,Yes
688646,48 Rowntree Ave,Appeal - Front Yard Parking,0,26,58,22,11,25% of ballots received by voters,1,41,17,3,2/24/2016,0,58,2/25/2019,1/25/2016,14,50% + 1 of received ballots,FYPA 2016-005,348,In Favour,65,Yes
688647,247 Tyrrel Ave,Appeal - Front Yard Parking,0,14,21,13,5,25% of ballots received by voters,0,20,1,1,2/24/2016,0,21,2/25/2019,1/25/2016,8,50% + 1 of received ballots,FYPA 2016-006,349,In Favour,26,Yes
688648,60 Mayfield Ave,Appeal - Front Yard Parking,0,17,26,17,6,25% of ballots received by voters,0,24,2,0,2/18/2016,0,26,2/19/2019,1/19/2016,10,50% + 1 of received ballots,FYPA 2016-007,350,In Favour,28,Yes
688649,24 Humberview Rd,Appeal - Front Yard Parking,0,34,62,25,16,25% of ballots received by voters,7,62,0,2,2/18/2016,0,62,2/19/2019,1/19/2016,18,50% + 1 of received ballots,FYPA 2016-008,351,In Favour,76,Yes
688650,308 Durie St,Front Yard Parking,0,78,140,57,33,25% of ballots received by voters,10,131,9,11,2/17/2016,0,140,2/18/2019,1/18/2016,40,50% + 1 of received ballots,FYP 2016-009,352,In Favour,169,Yes
688651,82 Lawrence Ave W,Appeal - Front Yard Parking,0,34,85,33,20,25% of ballots received by voters,1,79,6,0,2/20/2016,0,85,2/21/2019,1/21/2016,18,50% + 1 of received ballots,FYPA 2016-010,353,In Favour,99,Yes
688652,35 Lawrence Ave W,Appeal - Front Yard Parking,0,18,62,16,15,25% of ballots received by voters,1,60,2,1,2/20/2016,1,62,2/21/2019,1/21/2016,10,50% + 1 of received ballots,FYPA 2016-011,354,In Favour,89,Yes
688653,,Permit Parking,0,25,60,10,14,25% of ballots received by voters,14,56,4,1,2/27/2016,0,60,2/28/2018,1/28/2016,14,50% + 1 of received ballots,PPP 2016-012,355,Opposed,73,Yes
688654,147 Medland St,Front Yard Parking,0,46,117,37,28,25% of ballots received by voters,4,109,8,5,2/27/2016,0,117,2/28/2019,1/28/2016,24,50% + 1 of received ballots,FYP 2016-013,356,In Favour,164,Yes
688655,81 Pine Crest Rd,Front Yard Parking,0,66,125,45,27,25% of ballots received by voters,18,106,19,3,3/2/2016,0,125,3/3/2019,2/1/2016,34,50% + 1 of received ballots,FYP 2016-014,357,In Favour,148,Yes
688656,311 Melrose Ave,Front Yard Parking,0,40,109,35,27,25% of ballots received by voters,0,105,4,5,2/27/2016,0,109,2/28/2019,1/28/2016,21,50% + 1 of received ballots,FYP 2016-015,358,In Favour,137,Yes
688657,473 Woburn Ave,Appeal - Front Yard Parking,0,45,77,40,20,25% of ballots received by voters,2,77,0,3,2/27/2016,0,77,2/28/2019,1/28/2016,24,50% + 1 of received ballots,FYPA 2016-016,359,In Favour,90,Yes
688658,,Traffic Calming,0,60,130,49,64,50% + 1 of ballots received by voters,9,126,4,2,3/9/2016,1,130,3/10/2018,2/8/2016,,60% of received ballots,TCP 2016-017,360,Response Rate Not Met,167,No
688659,590 Pape Ave,Boulevard Cafe,0,55,114,36,28,25% of ballots received by voters,17,109,5,2,3/12/2016,1,114,3/13/2018,2/11/2016,29,50% + 1 of received ballots,BCP 2016-018,361,In Favour,136,Yes
688660,113 Melrose Ave,Appeal - Front Yard Parking,0,66,131,38,30,25% of ballots received by voters,20,120,11,8,3/12/2016,0,131,3/13/2019,2/11/2016,34,50% + 1 of received ballots,FYPA 2016-019,362,In Favour,142,Yes
688661,52 Lawrence Ave W,Appeal - Front Yard Parking,0,18,53,17,12,25% of ballots received by voters,1,45,8,0,3/12/2016,1,53,3/13/2019,2/11/2016,10,50% + 1 of received ballots,FYPA 2016-020,363,In Favour,61,Yes
688662,22 Hambly Ave,Appeal - Front Yard Parking,0,48,136,25,33,25% of ballots received by voters,21,132,4,2,3/17/2016,0,136,3/18/2019,2/16/2016,25,50% + 1 of received ballots,FYPA 2016-021,364,In Favour,170,Yes
688663,423 Glenholme Ave,Appeal - Front Yard Parking,0,28,61,18,15,25% of ballots received by voters,7,60,1,3,3/17/2016,0,61,3/18/2019,2/16/2016,15,50% + 1 of received ballots,FYPA 2016-022,365,In Favour,75,Yes
688664,104 Hilton Ave,Appeal - Front Yard Parking,0,44,108,26,26,25% of ballots received by voters,14,104,4,4,3/18/2016,1,108,3/19/2019,2/17/2016,23,50% + 1 of received ballots,FYPA 2016-023,366,In Favour,130,Yes
688665,27 Royal St,Appeal - Front Yard Parking,0,39,116,32,29,25% of ballots received by voters,3,114,2,4,3/17/2016,0,116,3/18/2019,2/16/2016,21,50% + 1 of received ballots,FYPA 2016-024,367,In Favour,144,Yes
688666,41 Raymond Ave,Front Yard Parking,0,55,79,44,20,25% of ballots received by voters,2,78,1,9,3/23/2016,0,79,3/24/2019,2/22/2016,29,50% + 1 of received ballots,FYP 2016-025,368,In Favour,89,Yes
688667,,Permit Parking,0,9,23,0,4,25% of ballots received by voters,9,14,9,0,3/18/2016,1,23,3/19/2018,2/17/2016,6,50% + 1 of received ballots,PPP 2016-026,369,Opposed,27,Yes
688668,,Permit Parking,0,66,150,36,35,25% of ballots received by voters,16,137,13,14,3/18/2016,0,150,3/19/2018,2/17/2016,34,50% + 1 of received ballots,PPP 2016-027,370,In Favour,182,Yes
688669,,Traffic Calming,0,53,138,36,68,50% + 1 of ballots received by voters,12,133,5,5,3/19/2016,0,138,3/20/2018,2/18/2016,,60% of received ballots,TCP 2016-028,371,Response Rate Not Met,174,No
688670,9 Maple Bush Ave,Appeal - Front Yard Parking,0,28,69,21,17,25% of ballots received by voters,3,67,2,4,3/23/2016,0,69,3/24/2019,2/22/2016,15,50% + 1 of received ballots,FYPA 2016-029,372,In Favour,88,Yes
688671,,Permit Parking,0,258,1847,133,407,25% of ballots received by voters,79,1628,219,46,4/6/2016,0,1847,4/7/2018,3/7/2016,,50% + 1 of received ballots,PPP 2016-030,373,Response Rate Not Met,2647,No
688672,,Traffic Calming,0,46,143,17,71,50% + 1 of ballots received by voters,25,140,3,4,3/30/2016,0,143,3/31/2018,2/29/2016,,60% of received ballots,TCP 2016-031,374,Response Rate Not Met,193,No
688673,,Traffic Calming,0,130,495,66,225,50% + 1 of ballots received by voters,38,447,48,26,4/2/2016,1,495,4/3/2018,3/3/2016,,60% of received ballots,TCP 2016-032,375,Response Rate Not Met,616,No
688674,3 Millerson Ave,Front Yard Parking,0,15,23,14,5,25% of ballots received by voters,0,17,6,1,3/23/2016,0,23,3/24/2019,2/22/2016,9,50% + 1 of received ballots,FYP 2016-033,376,In Favour,34,Yes
688675,,Traffic Calming,0,971,2424,536,1038,50% + 1 of ballots received by voters,382,2073,351,53,4/1/2016,3,2424,4/2/2018,3/2/2016,,60% of received ballots,TCP 2016-034,377,Response Rate Not Met,2550,No
688676,177 Westmount Ave,Front Yard Parking,0,87,159,81,36,25% of ballots received by voters,1,144,15,5,4/8/2016,0,159,4/9/2019,3/9/2016,45,50% + 1 of received ballots,FYP 2016-035,378,In Favour,203,Yes
688677,165 Dynevor Rd,Commercial Boulevard Parking,0,6,45,1,10,25% of ballots received by voters,3,40,5,2,6/18/2016,0,45,6/19/2018,5/19/2016,,50% + 1 of received ballots,CBP 2016-036,379,Response Rate Not Met,96,No
688678,1372 St Clair Ave W,Commercial Boulevard Parking,0,1,46,0,11,25% of ballots received by voters,0,42,4,1,4/8/2016,0,46,4/9/2018,3/9/2016,,50% + 1 of received ballots,CBP 2016-037,380,Response Rate Not Met,82,No
688679,7 Ronald Ave,Front Yard Parking,0,49,82,43,21,25% of ballots received by voters,2,82,0,4,4/7/2016,5,82,4/8/2019,3/8/2016,26,50% + 1 of received ballots,FYP 2016-038,381,In Favour,99,Yes
688680,101 Ronan Ave,Front Yard Parking,0,46,73,39,18,25% of ballots received by voters,5,72,1,2,4/7/2016,0,73,4/8/2019,3/8/2016,24,50% + 1 of received ballots,FYP 2016-039,382,In Favour,95,Yes
688681,2199 Bloor St W,Boulevard Cafe,0,10,51,3,11,25% of ballots received by voters,5,42,9,2,4/6/2016,0,51,4/7/2018,3/7/2016,,50% + 1 of received ballots,BCP 2016-040,383,Response Rate Not Met,64,No
688682,361 Hillsdale Ave E,Appeal - Front Yard Parking,0,53,117,27,27,25% of ballots received by voters,25,108,9,1,4/9/2016,0,117,4/10/2019,3/10/2016,28,50% + 1 of received ballots,FYPA 2016-041,384,Opposed,138,Yes
688683,1417 Danforth Ave,Boulevard Cafe,0,57,99,37,22,25% of ballots received by voters,15,87,12,5,4/16/2016,0,99,4/17/2018,3/17/2016,30,50% + 1 of received ballots,BCP 2016-042,385,In Favour,120,Yes
688684,336 Gilbert Ave,Appeal - Front Yard Parking,0,48,115,32,28,25% of ballots received by voters,11,109,6,5,4/22/2016,7,115,4/23/2019,3/23/2016,25,50% + 1 of received ballots,FYPA 2016-043,386,In Favour,151,Yes
688685,32 Elmer Ave,Appeal - Front Yard Parking,0,49,145,27,33,25% of ballots received by voters,18,130,15,4,4/16/2016,0,145,4/17/2019,3/17/2016,26,50% + 1 of received ballots,FYPA 2016-044,387,In Favour,178,Yes
688686,61 Edith Dr,Front Yard Parking,0,30,68,25,16,25% of ballots received by voters,3,62,6,2,4/20/2016,0,68,4/21/2019,3/21/2016,16,50% + 1 of received ballots,FYP 2016-045,388,In Favour,85,Yes
688687,1560 Queen St E,Boulevard Cafe,0,24,129,14,31,25% of ballots received by voters,5,123,6,5,4/23/2016,0,129,4/24/2018,3/24/2016,,50% + 1 of received ballots,BCP 2016-046,396,Response Rate Not Met,144,No
688688,,Traffic Calming,0,55,116,46,57,50% + 1 of ballots received by voters,2,112,4,7,4/28/2016,0,116,4/29/2018,3/29/2016,,60% of received ballots,TCP 2016-047,397,Response Rate Not Met,133,No
688689,320 Brookdale Ave,Appeal - Front Yard Parking,0,34,58,6,14,25% of ballots received by voters,26,55,3,2,5/5/2016,0,58,5/6/2019,4/5/2016,18,50% + 1 of received ballots,FYPA 2016-048,398,Opposed,68,Yes
688690,158 Colbeck St,Front Yard Parking,0,14,28,14,7,25% of ballots received by voters,0,28,0,0,5/5/2016,0,28,5/6/2019,4/5/2016,8,50% + 1 of received ballots,FYP 2016-049,399,In Favour,33,Yes
688691,1363 Lansdowne Ave,Appeal - Front Yard Parking,0,99,253,87,58,25% of ballots received by voters,2,229,24,10,5/18/2016,0,253,5/19/2019,4/18/2016,51,50% + 1 of received ballots,FYPA 2016-050,400,In Favour,331,Yes
688692,201 Rosemount Ave (former Toronto),Appeal - Front Yard Parking,0,64,151,53,38,25% of ballots received by voters,9,150,1,2,5/13/2016,4,151,5/14/2019,4/13/2016,33,50% + 1 of received ballots,FYPA 2016-051,401,In Favour,194,Yes
688693,409 College St (former Toronto),Boulevard Cafe,0,15,95,6,21,25% of ballots received by voters,3,82,13,6,6/30/2016,0,95,7/1/2018,5/31/2016,,50% + 1 of received ballots,BCP 2016-054,405,Response Rate Not Met,109,No
688694,,Traffic Calming – Island,0,18,63,16,27,50% + 1 of ballots received by voters,2,51,12,0,5/18/2016,0,63,5/19/2018,4/18/2016,,60% of received ballots,TCIP 2016-055,406,Response Rate Not Met,80,No
688695,189 Deloraine Ave,Front Yard Parking,0,46,83,34,20,25% of ballots received by voters,6,78,5,6,5/18/2016,0,83,5/19/2019,4/18/2016,24,50% + 1 of received ballots,FYP 2016-056,407,In Favour,92,Yes
688696,6 Four Oaks Gt,Appeal - Front Yard Parking,0,23,37,8,10,25% of ballots received by voters,15,37,0,0,5/13/2016,0,37,5/14/2019,4/13/2016,13,50% + 1 of received ballots,FYPA 2016-057,408,Opposed,38,Yes
688697,103 Caledonia Rd,Appeal - Front Yard Parking,0,39,138,23,33,25% of ballots received by voters,10,132,6,6,5/25/2016,0,138,5/26/2019,4/25/2016,21,50% + 1 of received ballots,FYPA 2016-058,409,In Favour,169,Yes
688698,155 Hannaford St,Appeal - Front Yard Parking,0,48,80,12,20,25% of ballots received by voters,31,77,3,5,5/14/2016,1,80,5/15/2019,4/14/2016,25,50% + 1 of received ballots,FYPA 2016-059,410,Opposed,89,Yes
688699,10 Elmer Ave,Appeal - Front Yard Parking,0,36,85,24,21,25% of ballots received by voters,10,84,1,2,5/20/2016,3,85,5/21/2019,4/20/2016,19,50% + 1 of received ballots,FYPA 2016-060,411,In Favour,110,Yes
688700,664 Windermere Ave,Front Yard Parking,0,54,86,46,22,25% of ballots received by voters,4,86,0,4,5/20/2016,0,86,5/21/2019,4/20/2016,28,50% + 1 of received ballots,FYP 2016-061,412,In Favour,107,Yes
688701,68 Lavinia Ave,Front Yard Parking,0,63,96,54,24,25% of ballots received by voters,2,96,0,7,5/26/2016,0,96,5/27/2019,4/26/2016,33,50% + 1 of received ballots,FYP 2016-062,413,In Favour,196,Yes
688702,1044 Gerrard St E,Boulevard Cafe,0,37,131,17,32,25% of ballots received by voters,19,128,3,1,5/27/2016,0,131,5/28/2018,4/27/2016,20,50% + 1 of received ballots,BCP 2016-063,414,Opposed,145,Yes
688703,349 Runnymede Rd,Appeal - Front Yard Parking,0,16,66,11,16,25% of ballots received by voters,4,64,2,1,5/21/2016,0,66,5/22/2019,4/21/2016,9,50% + 1 of received ballots,FYPA 2016-064,415,In Favour,80,Yes
688704,504 Adelaide St W,Boulevard Cafe,0,14,104,12,24,25% of ballots received by voters,0,95,9,2,5/25/2016,0,104,5/26/2018,4/25/2016,,50% + 1 of received ballots,BCP 2016-065,416,Response Rate Not Met,126,No
688705,2018 Queen St E,Boulevard Cafe,0,27,76,8,19,25% of ballots received by voters,19,76,0,0,5/28/2016,0,76,5/29/2018,4/28/2016,15,50% + 1 of received ballots,BCP 2016-066,417,Opposed,103,Yes
688706,131 Avenue Rd,Boulevard Cafe,0,12,44,9,10,25% of ballots received by voters,1,37,7,2,5/26/2016,0,44,5/27/2018,4/26/2016,7,50% + 1 of received ballots,BCP 2016-067,418,In Favour,48,Yes
688707,,Proposed Business Improvement Area,0,8,29,6,8,30% of ballots received by voters or 100,2,24,5,0,7/12/2016,10,29,7/13/2018,5/13/2016,4,50% of received ballots,PBIA 2016-068,420,In Favour,12509,Yes
688708,317 Armadale Ave,Front Yard Parking,0,36,61,25,16,25% of ballots received by voters,5,61,0,6,5/27/2016,0,61,5/28/2019,4/27/2016,19,50% + 1 of received ballots,FYP 2016-069,421,In Favour,81,Yes
688709,31 Methuen Ave,Front Yard Parking,0,60,126,52,31,25% of ballots received by voters,4,124,2,4,5/27/2016,0,126,5/28/2019,4/27/2016,31,50% + 1 of received ballots,FYP 2016-070,422,In Favour,157,Yes
688710,244 Dunraven Dr,Appeal - Front Yard Parking,0,29,98,21,23,25% of ballots received by voters,8,91,7,0,5/28/2016,0,98,5/29/2019,4/28/2016,16,50% + 1 of received ballots,FYPA 2016-071,423,In Favour,120,Yes
688711,,Traffic Calming,0,16,25,12,14,50% + 1 of ballots received by voters,3,25,0,1,6/1/2016,0,25,6/2/2018,5/2/2016,10,60% of received ballots,TCP 2016-073,425,In Favour,27,Yes
688712,61 Bellevue Ave,Boulevard Cafe,0,2,39,2,10,25% of ballots received by voters,0,37,2,0,6/2/2016,0,39,6/3/2018,5/3/2016,,50% + 1 of received ballots,BCP 2016-074,426,Response Rate Not Met,49,No
688713,,Traffic Calming,0,25,51,21,26,50% + 1 of ballots received by voters,4,49,2,0,6/4/2016,0,51,6/5/2018,5/5/2016,,60% of received ballots,TCP 2016-075,428,Response Rate Not Met,54,No
688714,209 Silverthorn Ave,Front Yard Parking,0,64,153,51,37,25% of ballots received by voters,0,145,8,13,6/15/2016,0,153,6/16/2019,5/16/2016,33,50% + 1 of received ballots,FYP 2016-076,429,In Favour,182,Yes
